GBP/JPY;
Date;Clôture
06/01/2014; ¥170,95 
07/01/2014; ¥171,55 
08/01/2014; ¥172,45 
09/01/2014; ¥172,73 
10/01/2014; ¥171,58 
13/01/2014; ¥168,70 
14/01/2014; ¥171,28 
15/01/2014; ¥171,13 
16/01/2014; ¥170,63 
17/01/2014; ¥171,25 
20/01/2014; ¥171,12 
21/01/2014; ¥171,83 
22/01/2014; ¥173,21 
23/01/2014; ¥171,77 
24/01/2014; ¥168,57 
27/01/2014; ¥170,05 
28/01/2014; ¥170,66 
29/01/2014; ¥169,38 
30/01/2014; ¥169,29 
31/01/2014; ¥167,66 
03/02/2014; ¥164,62 
04/02/2014; ¥165,92 
05/02/2014; ¥165,41 
06/02/2014; ¥166,59 
07/02/2014; ¥167,91 
10/02/2014; ¥167,67 
11/02/2014; ¥168,81 
12/02/2014; ¥170,12 
13/02/2014; ¥170,15 
14/02/2014; ¥170,40 
17/02/2014; ¥170,28 
18/02/2014; ¥170,75 
19/02/2014; ¥170,63 
20/02/2014; ¥170,26 
21/02/2014; ¥170,33 
24/02/2014; ¥170,72 
25/02/2014; ¥170,49 
26/02/2014; ¥170,64 
27/02/2014; ¥170,38 
28/02/2014; ¥170,44 
03/03/2014; ¥169,03 
04/03/2014; ¥170,29 
05/03/2014; ¥171,02 
06/03/2014; ¥172,49 
07/03/2014; ¥172,56 
10/03/2014; ¥171,85 
11/03/2014; ¥171,13 
12/03/2014; ¥170,75 
13/03/2014; ¥169,28 
14/03/2014; ¥168,66 
17/03/2014; ¥169,26 
18/03/2014; ¥168,29 
19/03/2014; ¥169,26 
20/03/2014; ¥168,96 
21/03/2014; ¥168,52 
24/03/2014; ¥168,64 
25/03/2014; ¥168,99 
26/03/2014; ¥169,23 
27/03/2014; ¥169,70 
28/03/2014; ¥171,03 
31/03/2014; ¥171,94 
01/04/2014; ¥172,34 
02/04/2014; ¥172,65 
03/04/2014; ¥172,46 
04/04/2014; ¥171,22 
07/04/2014; ¥171,20 
08/04/2014; ¥170,46 
09/04/2014; ¥171,23 
10/04/2014; ¥170,36 
11/04/2014; ¥170,01 
14/04/2014; ¥170,32 
15/04/2014; ¥170,48 
16/04/2014; ¥171,69 
17/04/2014; ¥171,91 
18/04/2014; ¥172,07 
21/04/2014; ¥172,28 
22/04/2014; ¥172,59 
23/04/2014; ¥172,05 
24/04/2014; ¥171,89 
25/04/2014; ¥171,64 
28/04/2014; ¥172,24 
29/04/2014; ¥172,64 
30/04/2014; ¥172,48 
01/05/2014; ¥172,83 
02/05/2014; ¥172,33 
05/05/2014; ¥172,23 
06/05/2014; ¥172,56 
07/05/2014; ¥172,74 
08/05/2014; ¥172,10 
09/05/2014; ¥171,61 
12/05/2014; ¥172,23 
13/05/2014; ¥172,04 
14/05/2014; ¥170,80 
15/05/2014; ¥170,49 
16/05/2014; ¥170,64 
19/05/2014; ¥170,61 
20/05/2014; ¥170,59 
21/05/2014; ¥171,27 
22/05/2014; ¥171,58 
23/05/2014; ¥171,64 
26/05/2014; ¥171,67 
27/05/2014; ¥171,40 
28/05/2014; ¥170,16 
29/05/2014; ¥170,14 
30/05/2014; ¥170,48 
02/06/2014; ¥171,40 
03/06/2014; ¥171,68 
04/06/2014; ¥171,95 
05/06/2014; ¥172,20 
06/06/2014; ¥172,15 
09/06/2014; ¥172,23 
10/06/2014; ¥171,49 
11/06/2014; ¥171,33 
12/06/2014; ¥172,17 
13/06/2014; ¥173,11 
16/06/2014; ¥172,93 
17/06/2014; ¥173,26 
18/06/2014; ¥173,17 
19/06/2014; ¥173,61 
20/06/2014; ¥173,60 
23/06/2014; ¥173,54 
24/06/2014; ¥173,19 
25/06/2014; ¥172,99 
26/06/2014; ¥173,20 
27/06/2014; ¥172,65 
30/06/2014; ¥173,26 
01/07/2014; ¥174,09 
02/07/2014; ¥174,67 
03/07/2014; ¥175,27 
04/07/2014; ¥175,18 
07/07/2014; ¥174,38 
08/07/2014; ¥173,99 
09/07/2014; ¥174,34 
10/07/2014; ¥173,58 
11/07/2014; ¥173,55 
14/07/2014; ¥173,44 
15/07/2014; ¥174,29 
16/07/2014; ¥174,22 
17/07/2014; ¥172,95 
18/07/2014; ¥173,12 
21/07/2014; ¥173,11 
22/07/2014; ¥173,12 
23/07/2014; ¥172,93 
24/07/2014; ¥172,91 
25/07/2014; ¥172,81 
28/07/2014; ¥172,96 
29/07/2014; ¥173,00 
30/07/2014; ¥173,83 
31/07/2014; ¥173,55 
01/08/2014; ¥172,59 
04/08/2014; ¥172,97 
05/08/2014; ¥173,21 
06/08/2014; ¥172,05 
07/08/2014; ¥171,80 
08/08/2014; ¥171,14 
11/08/2014; ¥171,52 
12/08/2014; ¥171,90 
13/08/2014; ¥170,88 
14/08/2014; ¥170,90 
15/08/2014; ¥170,85 
18/08/2014; ¥171,54 
19/08/2014; ¥170,96 
20/08/2014; ¥172,13 
21/08/2014; ¥172,11 
22/08/2014; ¥172,19 
25/08/2014; ¥172,45 
26/08/2014; ¥172,09 
27/08/2014; ¥172,13 
28/08/2014; ¥171,98 
29/08/2014; ¥172,69 
01/09/2014; ¥173,29 
02/09/2014; ¥173,04 
03/09/2014; ¥172,49 
04/09/2014; ¥171,89 
05/09/2014; ¥171,54 
08/09/2014; ¥170,73 
09/09/2014; ¥171,00 
10/09/2014; ¥173,17 
11/09/2014; ¥174,08 
12/09/2014; ¥174,57 
15/09/2014; ¥173,93 
16/09/2014; ¥174,34 
17/09/2014; ¥176,35 
18/09/2014; ¥178,25 
19/09/2014; ¥177,53 
22/09/2014; ¥178,06 
23/09/2014; ¥178,41 
24/09/2014; ¥178,10 
25/09/2014; ¥177,41 
26/09/2014; ¥177,51 
29/09/2014; ¥177,76 
30/09/2014; ¥177,75 
01/10/2014; ¥176,20 
02/10/2014; ¥175,00 
03/10/2014; ¥175,18 
06/10/2014; ¥174,94 
07/10/2014; ¥173,84 
08/10/2014; ¥174,73 
09/10/2014; ¥173,80 
10/10/2014; ¥173,05 
13/10/2014; ¥171,81 
14/10/2014; ¥170,23 
15/10/2014; ¥169,64 
16/10/2014; ¥171,04 
17/10/2014; ¥171,98 
20/10/2014; ¥172,84 
21/10/2014; ¥172,32 
22/10/2014; ¥171,96 
23/10/2014; ¥173,50 
24/10/2014; ¥173,98 
27/10/2014; ¥173,79 
28/10/2014; ¥174,43 
29/10/2014; ¥174,31 
30/10/2014; ¥174,70 
31/10/2014; ¥179,62 
03/11/2014; ¥182,11 
04/11/2014; ¥181,75 
05/11/2014; ¥183,11 
06/11/2014; ¥182,35 
07/11/2014; ¥181,77 
10/11/2014; ¥181,92 
11/11/2014; ¥184,28 
12/11/2014; ¥182,20 
13/11/2014; ¥181,80 
14/11/2014; ¥182,16 
17/11/2014; ¥182,42 
18/11/2014; ¥182,66 
19/11/2014; ¥184,99 
20/11/2014; ¥185,49 
21/11/2014; ¥184,39 
24/11/2014; ¥185,73 
25/11/2014; ¥185,30 
26/11/2014; ¥185,88 
27/11/2014; ¥185,18 
28/11/2014; ¥185,58 
01/12/2014; ¥186,20 
02/12/2014; ¥186,35 
03/12/2014; ¥187,86 
04/12/2014; ¥187,72 
05/12/2014; ¥189,17 
08/12/2014; ¥188,85 
09/12/2014; ¥187,54 
10/12/2014; ¥185,08 
11/12/2014; ¥186,65 
12/12/2014; ¥186,68 
15/12/2014; ¥184,20 
16/12/2014; ¥183,29 
17/12/2014; ¥184,77 
18/12/2014; ¥186,17 
19/12/2014; ¥186,75 
22/12/2014; ¥187,13 
23/12/2014; ¥187,29 
24/12/2014; ¥187,44 
25/12/2014; ¥186,57 
26/12/2014; ¥187,25 
29/12/2014; ¥187,15 
30/12/2014; ¥185,84 
31/12/2014; ¥186,38 
01/01/2015; ¥186,17 
02/01/2015; ¥184,65 
05/01/2015; ¥182,41 
06/01/2015; ¥179,36 
07/01/2015; ¥180,16 
08/01/2015; ¥180,52 
09/01/2015; ¥179,62 
12/01/2015; ¥179,52 
13/01/2015; ¥178,74 
14/01/2015; ¥178,70 
15/01/2015; ¥176,42 
16/01/2015; ¥178,16 
19/01/2015; ¥177,62 
20/01/2015; ¥179,88 
21/01/2015; ¥178,57 
22/01/2015; ¥177,81 
23/01/2015; ¥176,46 
26/01/2015; ¥178,60 
27/01/2015; ¥179,12 
28/01/2015; ¥177,86 
29/01/2015; ¥178,16 
30/01/2015; ¥176,94 
02/02/2015; ¥176,82 
03/02/2015; ¥178,28 
04/02/2015; ¥178,01 
05/02/2015; ¥180,07 
06/02/2015; ¥181,33 
09/02/2015; ¥180,48 
10/02/2015; ¥182,14 
11/02/2015; ¥183,52 
12/02/2015; ¥183,20 
13/02/2015; ¥182,79 
16/02/2015; ¥181,98 
17/02/2015; ¥183,05 
18/02/2015; ¥183,28 
19/02/2015; ¥183,31 
20/02/2015; ¥183,25 
23/02/2015; ¥183,61 
24/02/2015; ¥183,83 
25/02/2015; ¥184,52 
26/02/2015; ¥183,95 
27/02/2015; ¥184,43 
02/03/2015; ¥184,53 
03/03/2015; ¥183,88 
04/03/2015; ¥182,62 
05/03/2015; ¥183,08 
06/03/2015; ¥181,67 
09/03/2015; ¥183,28 
10/03/2015; ¥182,48 
11/03/2015; ¥181,25 
12/03/2015; ¥180,48 
13/03/2015; ¥178,95 
16/03/2015; ¥179,87 
17/03/2015; ¥178,92 
18/03/2015; ¥179,85 
19/03/2015; ¥178,11 
20/03/2015; ¥179,43 
23/03/2015; ¥179,00 
24/03/2015; ¥177,82 
25/03/2015; ¥177,76 
26/03/2015; ¥176,96 
27/03/2015; ¥177,16 
30/03/2015; ¥177,80 
31/03/2015; ¥177,97 
01/04/2015; ¥177,48 
02/04/2015; ¥177,44 
03/04/2015; ¥177,48 
06/04/2015; ¥177,82 
07/04/2015; ¥178,04 
08/04/2015; ¥178,55 
09/04/2015; ¥177,38 
10/04/2015; ¥175,86 
13/04/2015; ¥176,19 
14/04/2015; ¥176,37 
15/04/2015; ¥176,75 
16/04/2015; ¥177,69 
17/04/2015; ¥177,86 
20/04/2015; ¥177,61 
21/04/2015; ¥178,54 
22/04/2015; ¥180,23 
23/04/2015; ¥180,01 
24/04/2015; ¥180,67 
27/04/2015; ¥181,33 
28/04/2015; ¥182,25 
29/04/2015; ¥183,68 
30/04/2015; ¥183,17 
01/05/2015; ¥181,91 
04/05/2015; ¥181,58 
05/05/2015; ¥181,95 
06/05/2015; ¥182,05 
07/05/2015; ¥182,49 
08/05/2015; ¥185,12 
11/05/2015; ¥187,08 
12/05/2015; ¥187,73 
13/05/2015; ¥187,56 
14/05/2015; ¥187,92 
15/05/2015; ¥187,50 
18/05/2015; ¥187,73 
19/05/2015; ¥187,17 
20/05/2015; ¥188,50 
21/05/2015; ¥189,52 
22/05/2015; ¥188,23 
25/05/2015; ¥187,98 
26/05/2015; ¥189,30 
27/05/2015; ¥189,84 
28/05/2015; ¥189,80 
29/05/2015; ¥189,74 
01/06/2015; ¥189,60 
02/06/2015; ¥190,36 
03/06/2015; ¥190,57 
04/06/2015; ¥191,07 
05/06/2015; ¥191,81 
08/06/2015; ¥191,04 
09/06/2015; ¥191,25 
10/06/2015; ¥190,46 
11/06/2015; ¥191,41 
12/06/2015; ¥191,93 
15/06/2015; ¥192,51 
16/06/2015; ¥192,98 
17/06/2015; ¥195,39 
18/06/2015; ¥195,23 
19/06/2015; ¥194,79 
22/06/2015; ¥195,16 
23/06/2015; ¥194,92 
24/06/2015; ¥194,45 
25/06/2015; ¥194,58 
26/06/2015; ¥195,06 
29/06/2015; ¥192,83 
30/06/2015; ¥192,37 
01/07/2015; ¥192,27 
02/07/2015; ¥192,02 
03/07/2015; ¥191,18 
06/07/2015; ¥191,19 
07/07/2015; ¥189,37 
08/07/2015; ¥185,36 
09/07/2015; ¥186,57 
10/07/2015; ¥190,54 
13/07/2015; ¥191,13 
14/07/2015; ¥192,80 
15/07/2015; ¥193,50 
16/07/2015; ¥193,75 
17/07/2015; ¥193,65 
20/07/2015; ¥193,37 
21/07/2015; ¥192,70 
22/07/2015; ¥193,51 
23/07/2015; ¥192,17 
24/07/2015; ¥192,02 
27/07/2015; ¥191,68 
28/07/2015; ¥192,86 
29/07/2015; ¥193,34 
30/07/2015; ¥193,65 
31/07/2015; ¥193,59 
03/08/2015; ¥193,26 
04/08/2015; ¥193,56 
05/08/2015; ¥194,81 
06/08/2015; ¥193,46 
07/08/2015; ¥192,46 
10/08/2015; ¥194,22 
11/08/2015; ¥194,81 
12/08/2015; ¥193,90 
13/08/2015; ¥194,19 
14/08/2015; ¥194,42 
17/08/2015; ¥193,78 
18/08/2015; ¥194,74 
19/08/2015; ¥194,06 
20/08/2015; ¥193,55 
21/08/2015; ¥191,49 
24/08/2015; ¥186,75 
25/08/2015; ¥186,41 
26/08/2015; ¥185,34 
27/08/2015; ¥186,37 
28/08/2015; ¥187,31 
31/08/2015; ¥185,96 
01/09/2015; ¥182,63 
02/09/2015; ¥184,01 
03/09/2015; ¥183,15 
04/09/2015; ¥180,50 
07/09/2015; ¥182,11 
08/09/2015; ¥184,40 
09/09/2015; ¥185,09 
10/09/2015; ¥186,23 
11/09/2015; ¥185,97 
14/09/2015; ¥185,43 
15/09/2015; ¥184,74 
16/09/2015; ¥186,76 
17/09/2015; ¥187,01 
18/09/2015; ¥186,34 
21/09/2015; ¥186,88 
22/09/2015; ¥184,57 
23/09/2015; ¥183,34 
24/09/2015; ¥182,97 
25/09/2015; ¥183,01 
28/09/2015; ¥181,93 
29/09/2015; ¥181,32 
30/09/2015; ¥181,28 
01/10/2015; ¥181,41 
02/10/2015; ¥182,01 
05/10/2015; ¥182,40 
06/10/2015; ¥183,00 
07/10/2015; ¥183,77 
08/10/2015; ¥183,99 
09/10/2015; ¥184,02 
12/10/2015; ¥184,16 
13/10/2015; ¥182,53 
14/10/2015; ¥183,85 
15/10/2015; ¥183,68 
16/10/2015; ¥184,31 
19/10/2015; ¥184,70 
20/10/2015; ¥185,00 
21/10/2015; ¥184,88 
22/10/2015; ¥185,72 
23/10/2015; ¥185,98 
26/10/2015; ¥185,83 
27/10/2015; ¥184,23 
28/10/2015; ¥184,74 
29/10/2015; ¥185,40 
30/10/2015; ¥186,08 
02/11/2015; ¥186,09 
03/11/2015; ¥186,66 
04/11/2015; ¥186,94 
05/11/2015; ¥185,11 
06/11/2015; ¥185,27 
09/11/2015; ¥186,16 
10/11/2015; ¥186,17 
11/11/2015; ¥186,77 
12/11/2015; ¥186,70 
13/11/2015; ¥186,76 
16/11/2015; ¥187,16 
17/11/2015; ¥187,76 
18/11/2015; ¥188,33 
19/11/2015; ¥187,83 
20/11/2015; ¥186,66 
23/11/2015; ¥185,73 
24/11/2015; ¥184,78 
25/11/2015; ¥185,61 
26/11/2015; ¥185,15 
27/11/2015; ¥184,66 
30/11/2015; ¥185,28 
01/12/2015; ¥185,26 
02/12/2015; ¥184,22 
03/12/2015; ¥185,64 
04/12/2015; ¥186,09 
07/12/2015; ¥185,70 
08/12/2015; ¥184,45 
09/12/2015; ¥184,32 
10/12/2015; ¥184,29 
11/12/2015; ¥183,89 
14/12/2015; ¥183,22 
15/12/2015; ¥182,89 
16/12/2015; ¥183,29 
17/12/2015; ¥182,60 
18/12/2015; ¥180,49 
21/12/2015; ¥180,31 
22/12/2015; ¥179,44 
23/12/2015; ¥179,77 
24/12/2015; ¥179,59 
25/12/2015; ¥179,78 
28/12/2015; ¥179,08 
29/12/2015; ¥178,41 
30/12/2015; ¥178,47 
31/12/2015; ¥177,30 
01/01/2016; ¥177,36 
04/01/2016; ¥175,73 
05/01/2016; ¥174,65 
06/01/2016; ¥173,26 
07/01/2016; ¥171,96 
08/01/2016; ¥170,49 
11/01/2016; ¥171,16 
12/01/2016; ¥169,90 
13/01/2016; ¥169,50 
14/01/2016; ¥170,13 
15/01/2016; ¥166,84 
18/01/2016; ¥167,06 
19/01/2016; ¥166,47 
20/01/2016; ¥165,90 
21/01/2016; ¥167,36 
22/01/2016; ¥169,40 
25/01/2016; ¥168,51 
26/01/2016; ¥169,92 
27/01/2016; ¥168,88 
28/01/2016; ¥170,58 
29/01/2016; ¥172,41 
01/02/2016; ¥174,55 
02/02/2016; ¥172,81 
03/02/2016; ¥172,09 
04/02/2016; ¥170,32 
05/02/2016; ¥169,49 
08/02/2016; ¥167,17 
09/02/2016; ¥166,56 
10/02/2016; ¥164,54 
11/02/2016; ¥162,71 
12/02/2016; ¥164,20 
15/02/2016; ¥165,36 
16/02/2016; ¥163,14 
17/02/2016; ¥163,07 
18/02/2016; ¥162,27 
19/02/2016; ¥162,10 
22/02/2016; ¥159,75 
23/02/2016; ¥157,19 
24/02/2016; ¥156,21 
25/02/2016; ¥157,74 
26/02/2016; ¥158,08 
29/02/2016; ¥156,77 
01/03/2016; ¥158,96 
02/03/2016; ¥159,68 
03/03/2016; ¥161,09 
04/03/2016; ¥161,81 
07/03/2016; ¥161,79 
08/03/2016; ¥159,99 
09/03/2016; ¥161,23 
10/03/2016; ¥161,52 
11/03/2016; ¥163,52 
14/03/2016; ¥162,74 
15/03/2016; ¥160,15 
16/03/2016; ¥160,49 
17/03/2016; ¥161,24 
18/03/2016; ¥161,50 
21/03/2016; ¥160,81 
22/03/2016; ¥159,62 
23/03/2016; ¥158,58 
24/03/2016; ¥159,76 
25/03/2016; ¥159,86 
28/03/2016; ¥161,66 
29/03/2016; ¥162,03 
30/03/2016; ¥161,64 
31/03/2016; ¥161,61 
01/04/2016; ¥158,77 
04/04/2016; ¥158,76 
05/04/2016; ¥156,24 
06/04/2016; ¥155,01 
07/04/2016; ¥152,06 
08/04/2016; ¥152,56 
11/04/2016; ¥153,68 
12/04/2016; ¥154,90 
13/04/2016; ¥155,27 
14/04/2016; ¥154,79 
15/04/2016; ¥154,33 
18/04/2016; ¥155,30 
19/04/2016; ¥157,12 
20/04/2016; ¥157,40 
21/04/2016; ¥156,73 
22/04/2016; ¥160,97 
25/04/2016; ¥161,00 
26/04/2016; ¥162,28 
27/04/2016; ¥162,03 
28/04/2016; ¥157,88 
29/04/2016; ¥155,39 
02/05/2016; ¥156,08 
03/05/2016; ¥154,91 
04/05/2016; ¥155,05 
05/05/2016; ¥155,29 
06/05/2016; ¥154,52 
09/05/2016; ¥156,03 
10/05/2016; ¥157,78 
11/05/2016; ¥156,55 
12/05/2016; ¥157,46 
13/05/2016; ¥155,96 
16/05/2016; ¥156,93 
17/05/2016; ¥157,81 
18/05/2016; ¥160,81 
19/05/2016; ¥160,60 
20/05/2016; ¥159,70 
23/05/2016; ¥158,17 
24/05/2016; ¥160,90 
25/05/2016; ¥161,93 
26/05/2016; ¥160,99 
27/05/2016; ¥161,14 
30/05/2016; ¥162,64 
31/05/2016; ¥160,23 
01/06/2016; ¥157,89 
02/06/2016; ¥156,97 
03/06/2016; ¥154,64 
06/06/2016; ¥155,24 
07/06/2016; ¥156,08 
08/06/2016; ¥155,12 
09/06/2016; ¥154,82 
10/06/2016; ¥152,48 
13/06/2016; ¥151,60 
14/06/2016; ¥149,75 
15/06/2016; ¥150,54 
16/06/2016; ¥148,03 
17/06/2016; ¥149,45 
20/06/2016; ¥152,69 
21/06/2016; ¥153,40 
22/06/2016; ¥153,48 
23/06/2016; ¥157,90 
24/06/2016; ¥139,78 
27/06/2016; ¥134,88 
28/06/2016; ¥137,06 
29/06/2016; ¥138,01 
30/06/2016; ¥137,42 
01/07/2016; ¥135,94 
04/07/2016; ¥136,28 
05/07/2016; ¥132,42 
06/07/2016; ¥130,98 
07/07/2016; ¥130,04 
08/07/2016; ¥130,23 
11/07/2016; ¥133,56 
12/07/2016; ¥138,63 
13/07/2016; ¥137,34 
14/07/2016; ¥140,48 
15/07/2016; ¥138,28 
18/07/2016; ¥140,70 
19/07/2016; ¥139,11 
20/07/2016; ¥141,09 
21/07/2016; ¥139,99 
22/07/2016; ¥139,03 
25/07/2016; ¥138,97 
26/07/2016; ¥137,36 
27/07/2016; ¥139,33 
28/07/2016; ¥138,53 
29/07/2016; ¥134,97 
01/08/2016; ¥134,87 
02/08/2016; ¥134,73 
03/08/2016; ¥134,89 
04/08/2016; ¥132,62 
05/08/2016; ¥133,03 
08/08/2016; ¥133,55 
09/08/2016; ¥132,46 
10/08/2016; ¥131,74 
11/08/2016; ¥132,07 
12/08/2016; ¥130,85 
15/08/2016; ¥130,39 
16/08/2016; ¥130,82 
17/08/2016; ¥130,70 
18/08/2016; ¥131,49 
19/08/2016; ¥131,00 
22/08/2016; ¥131,79 
23/08/2016; ¥132,26 
24/08/2016; ¥132,88 
25/08/2016; ¥132,56 
26/08/2016; ¥133,75 
29/08/2016; ¥133,51 
30/08/2016; ¥134,67 
31/08/2016; ¥135,86 
01/09/2016; ¥136,96 
02/09/2016; ¥138,16 
05/09/2016; ¥137,55 
06/09/2016; ¥137,03 
07/09/2016; ¥135,68 
08/09/2016; ¥136,20 
09/09/2016; ¥136,17 
12/09/2016; ¥135,78 
13/09/2016; ¥135,28 
14/09/2016; ¥135,51 
15/09/2016; ¥135,14 
16/09/2016; ¥132,91 
19/09/2016; ¥132,78 
20/09/2016; ¥132,05 
21/09/2016; ¥130,63 
22/09/2016; ¥131,71 
23/09/2016; ¥130,99 
26/09/2016; ¥130,17 
27/09/2016; ¥130,76 
28/09/2016; ¥131,02 
29/09/2016; ¥130,98 
30/09/2016; ¥131,48 
03/10/2016; ¥130,48 
04/10/2016; ¥130,93 
05/10/2016; ¥131,93 
06/10/2016; ¥131,09 
07/10/2016; ¥127,93 
10/10/2016; ¥128,00 
11/10/2016; ¥125,41 
12/10/2016; ¥127,19 
13/10/2016; ¥127,02 
14/10/2016; ¥126,94 
17/10/2016; ¥126,55 
18/10/2016; ¥127,68 
19/10/2016; ¥127,06 
20/10/2016; ¥127,33 
21/10/2016; ¥126,96 
24/10/2016; ¥127,45 
25/10/2016; ¥127,00 
26/10/2016; ¥127,90 
27/10/2016; ¥128,03 
28/10/2016; ¥127,51 
31/10/2016; ¥128,31 
01/11/2016; ¥127,45 
02/11/2016; ¥127,02 
03/11/2016; ¥128,29 
04/11/2016; ¥129,04 
07/11/2016; ¥129,48 
08/11/2016; ¥130,06 
09/11/2016; ¥131,05 
10/11/2016; ¥134,09 
11/11/2016; ¥134,39 
14/11/2016; ¥135,38 
15/11/2016; ¥135,92 
16/11/2016; ¥135,68 
17/11/2016; ¥136,66 
18/11/2016; ¥136,90 
21/11/2016; ¥138,38 
22/11/2016; ¥138,06 
23/11/2016; ¥139,89 
24/11/2016; ¥141,02 
25/11/2016; ¥141,03 
28/11/2016; ¥138,93 
29/11/2016; ¥140,33 
30/11/2016; ¥143,10 
01/12/2016; ¥143,58 
02/12/2016; ¥144,41 
05/12/2016; ¥144,92 
06/12/2016; ¥144,49 
07/12/2016; ¥143,59 
08/12/2016; ¥143,47 
09/12/2016; ¥145,05 
12/12/2016; ¥145,79 
13/12/2016; ¥145,75 
14/12/2016; ¥147,01 
15/12/2016; ¥146,70 
16/12/2016; ¥147,32 
19/12/2016; ¥145,14 
20/12/2016; ¥145,69 
21/12/2016; ¥145,19 
22/12/2016; ¥144,30 
23/12/2016; ¥144,17 
26/12/2016; ¥143,79 
27/12/2016; ¥144,04 
28/12/2016; ¥143,30 
29/12/2016; ¥142,83 
30/12/2016; ¥144,17 
02/01/2017; ¥144,24 
03/01/2017; ¥144,08 
04/01/2017; ¥144,39 
05/01/2017; ¥143,22 
06/01/2017; ¥143,57 
09/01/2017; ¥141,08 
10/01/2017; ¥140,94 
11/01/2017; ¥140,91 
12/01/2017; ¥139,44 
13/01/2017; ¥139,43 
16/01/2017; ¥137,51 
17/01/2017; ¥139,80 
18/01/2017; ¥140,53 
19/01/2017; ¥141,75 
20/01/2017; ¥141,81 
23/01/2017; ¥141,20 
24/01/2017; ¥142,44 
25/01/2017; ¥143,06 
26/01/2017; ¥144,12 
27/01/2017; ¥144,35 
30/01/2017; ¥142,00 
31/01/2017; ¥141,86 
01/02/2017; ¥143,31 
02/02/2017; ¥141,23 
03/02/2017; ¥140,71 
06/02/2017; ¥139,29 
07/02/2017; ¥140,55 
08/02/2017; ¥140,35 
09/02/2017; ¥141,46 
10/02/2017; ¥141,36 
13/02/2017; ¥142,42 
14/02/2017; ¥142,44 
15/02/2017; ¥142,21 
16/02/2017; ¥141,35 
17/02/2017; ¥140,07 
20/02/2017; ¥140,89 
21/02/2017; ¥141,76 
22/02/2017; ¥141,01 
23/02/2017; ¥141,31 
24/02/2017; ¥139,83 
27/02/2017; ¥140,20 
28/02/2017; ¥139,58 
01/03/2017; ¥139,78 
02/03/2017; ¥140,29 
03/03/2017; ¥140,09 
06/03/2017; ¥139,32 
07/03/2017; ¥139,02 
08/03/2017; ¥139,13 
09/03/2017; ¥139,80 
10/03/2017; ¥139,63 
13/03/2017; ¥140,35 
14/03/2017; ¥139,42 
15/03/2017; ¥139,32 
16/03/2017; ¥140,02 
17/03/2017; ¥139,66 
20/03/2017; ¥139,07 
21/03/2017; ¥139,36 
22/03/2017; ¥138,75 
23/03/2017; ¥138,83 
24/03/2017; ¥138,80 
27/03/2017; ¥138,93 
28/03/2017; ¥138,32 
29/03/2017; ¥138,03 
30/03/2017; ¥139,53 
31/03/2017; ¥139,82 
03/04/2017; ¥138,43 
04/04/2017; ¥137,72 
05/04/2017; ¥138,13 
06/04/2017; ¥138,12 
07/04/2017; ¥137,39 
10/04/2017; ¥137,67 
11/04/2017; ¥136,87 
12/04/2017; ¥136,66 
13/04/2017; ¥136,36 
14/04/2017; ¥136,00 
17/04/2017; ¥136,78 
18/04/2017; ¥139,15 
19/04/2017; ¥139,08 
20/04/2017; ¥140,05 
21/04/2017; ¥139,74 
24/04/2017; ¥140,40 
25/04/2017; ¥142,63 
26/04/2017; ¥142,61 
27/04/2017; ¥143,53 
28/04/2017; ¥144,39 
01/05/2017; ¥144,09 
02/05/2017; ¥144,84 
03/05/2017; ¥145,03 
04/05/2017; ¥145,28 
05/05/2017; ¥146,29 
08/05/2017; ¥146,51 
09/05/2017; ¥147,39 
10/05/2017; ¥147,82 
11/05/2017; ¥146,70 
12/05/2017; ¥146,08 
15/05/2017; ¥146,68 
16/05/2017; ¥146,09 
17/05/2017; ¥143,67 
18/05/2017; ¥144,18 
19/05/2017; ¥145,02 
22/05/2017; ¥144,63 
23/05/2017; ¥144,84 
24/05/2017; ¥144,64 
25/05/2017; ¥144,68 
26/05/2017; ¥142,50 
29/05/2017; ¥142,81 
30/05/2017; ¥142,49 
31/05/2017; ¥142,75 
01/06/2017; ¥143,42 
02/06/2017; ¥142,22 
05/06/2017; ¥142,48 
06/06/2017; ¥141,20 
07/06/2017; ¥142,27 
08/06/2017; ¥142,42 
09/06/2017; ¥140,56 
12/06/2017; ¥139,10 
13/06/2017; ¥140,35 
14/06/2017; ¥139,70 
15/06/2017; ¥141,44 
16/06/2017; ¥141,59 
19/06/2017; ¥142,03 
20/06/2017; ¥140,75 
21/06/2017; ¥141,06 
22/06/2017; ¥141,16 
23/06/2017; ¥141,48 
26/06/2017; ¥142,25 
27/06/2017; ¥143,95 
28/06/2017; ¥145,11 
29/06/2017; ¥145,89 
30/06/2017; ¥146,34 
03/07/2017; ¥146,63 
04/07/2017; ¥146,29 
05/07/2017; ¥146,48 
06/07/2017; ¥146,81 
07/07/2017; ¥146,78 
10/07/2017; ¥146,87 
11/07/2017; ¥146,32 
12/07/2017; ¥145,73 
13/07/2017; ¥146,51 
14/07/2017; ¥147,34 
17/07/2017; ¥147,01 
18/07/2017; ¥146,10 
19/07/2017; ¥145,73 
20/07/2017; ¥145,14 
21/07/2017; ¥144,34 
24/07/2017; ¥144,71 
25/07/2017; ¥145,71 
26/07/2017; ¥145,83 
27/07/2017; ¥145,29 
28/07/2017; ¥145,33 
31/07/2017; ¥145,67 
01/08/2017; ¥145,65 
