EUR/JPY;
Date;Clôture
27/11/2020; ¥124,52 
30/11/2020; ¥124,37 
01/12/2020; ¥125,89 
02/12/2020; ¥126,46 
03/12/2020; ¥126,07 
04/12/2020; ¥126,22 
07/12/2020; ¥125,97 
08/12/2020; ¥126,03 
09/12/2020; ¥125,89 
10/12/2020; ¥126,46 
11/12/2020; ¥125,97 
14/12/2020; ¥126,32 
15/12/2020; ¥125,96 
16/12/2020; ¥126,21 
17/12/2020; ¥126,46 
18/12/2020; ¥126,61 
21/12/2020; ¥126,45 
22/12/2020; ¥126,02 
23/12/2020; ¥126,18 
24/12/2020; ¥126,27 
25/12/2020; ¥126,29 
28/12/2020; ¥126,77 
29/12/2020; ¥126,83 
30/12/2020; ¥126,85 
31/12/2020; ¥126,09 
01/01/2021; ¥125,25 
04/01/2021; ¥126,28 
05/01/2021; ¥126,28 
06/01/2021; ¥127,00 
07/01/2021; ¥127,36 
08/01/2021; ¥126,98 
11/01/2021; ¥126,65 
12/01/2021; ¥126,63 
13/01/2021; ¥126,25 
14/01/2021; ¥126,17 
15/01/2021; ¥125,45 
18/01/2021; ¥125,22 
19/01/2021; ¥125,98 
20/01/2021; ¥125,30 
21/01/2021; ¥125,86 
22/01/2021; ¥126,26 
25/01/2021; ¥125,90 
26/01/2021; ¥125,96 
27/01/2021; ¥126,05 
28/01/2021; ¥126,31 
29/01/2021; ¥127,04 
01/02/2021; ¥126,51 
02/02/2021; ¥126,39 
03/02/2021; ¥126,36 
04/02/2021; ¥126,25 
05/02/2021; ¥126,87 
08/02/2021; ¥126,77 
09/02/2021; ¥126,71 
10/02/2021; ¥126,70 
11/02/2021; ¥127,02 
12/02/2021; ¥127,15 
15/02/2021; ¥127,78 
16/02/2021; ¥128,36 
17/02/2021; ¥127,42 
18/02/2021; ¥127,72 
19/02/2021; ¥127,75 
22/02/2021; ¥127,69 
23/02/2021; ¥127,86 
24/02/2021; ¥128,74 
25/02/2021; ¥129,32 
26/02/2021; ¥128,68 
01/03/2021; ¥128,60 
02/03/2021; ¥128,95 
03/03/2021; ¥129,05 
04/03/2021; ¥129,20 
05/03/2021; ¥129,11 
08/03/2021; ¥128,92 
09/03/2021; ¥129,05 
10/03/2021; ¥129,22 
11/03/2021; ¥130,01 
12/03/2021; ¥130,28 
15/03/2021; ¥130,16 
16/03/2021; ¥129,69 
17/03/2021; ¥130,36 
18/03/2021; ¥129,73 
19/03/2021; ¥129,59 
22/03/2021; ¥129,87 
23/03/2021; ¥128,63 
24/03/2021; ¥128,42 
25/03/2021; ¥128,43 
26/03/2021; ¥129,29 
29/03/2021; ¥129,12 
30/03/2021; ¥129,25 
31/03/2021; ¥129,83 
01/04/2021; ¥130,23 
02/04/2021; ¥130,18 
05/04/2021; ¥130,12 
06/04/2021; ¥130,32 
07/04/2021; ¥130,38 
08/04/2021; ¥130,13 
09/04/2021; ¥130,49 
12/04/2021; ¥130,25 
13/04/2021; ¥130,28 
14/04/2021; ¥130,45 
15/04/2021; ¥130,11 
16/04/2021; ¥130,34 
19/04/2021; ¥130,14 
20/04/2021; ¥130,05 
21/04/2021; ¥130,05 
22/04/2021; ¥129,71 
23/04/2021; ¥130,56 
26/04/2021; ¥130,55 
27/04/2021; ¥131,38 
28/04/2021; ¥131,64 
29/04/2021; ¥131,98 
30/04/2021; ¥131,32 
03/05/2021; ¥131,54 
04/05/2021; ¥131,34 
05/05/2021; ¥131,07 
06/05/2021; ¥131,58 
07/05/2021; ¥132,09 
10/05/2021; ¥131,94 
11/05/2021; ¥131,91 
12/05/2021; ¥132,36 
13/05/2021; ¥132,19 
14/05/2021; ¥132,74 
17/05/2021; ¥132,68 
18/05/2021; ¥133,05 
19/05/2021; ¥132,93 
20/05/2021; ¥132,96 
21/05/2021; ¥132,68 
24/05/2021; ¥132,79 
25/05/2021; ¥133,23 
26/05/2021; ¥133,04 
27/05/2021; ¥133,87 
28/05/2021; ¥133,95 
31/05/2021; ¥133,95 
01/06/2021; ¥133,65 
02/06/2021; ¥133,74 
03/06/2021; ¥133,70 
04/06/2021; ¥133,19 
07/06/2021; ¥133,15 
08/06/2021; ¥133,26 
09/06/2021; ¥133,48 
10/06/2021; ¥133,02 
11/06/2021; ¥132,74 
14/06/2021; ¥133,36 
15/06/2021; ¥133,45 
16/06/2021; ¥132,76 
17/06/2021; ¥131,19 
18/06/2021; ¥130,69 
21/06/2021; ¥131,41 
22/06/2021; ¥132,08 
23/06/2021; ¥132,30 
24/06/2021; ¥132,26 
25/06/2021; ¥132,18 
28/06/2021; ¥131,90 
29/06/2021; ¥131,44 
30/06/2021; ¥131,71 
01/07/2021; ¥132,12 
02/07/2021; ¥131,69 
05/07/2021; ¥131,61 
06/07/2021; ¥130,77 
07/07/2021; ¥130,43 
08/07/2021; ¥130,01 
09/07/2021; ¥130,77 
12/07/2021; ¥130,86 
13/07/2021; ¥130,24 
14/07/2021; ¥130,13 
15/07/2021; ¥129,77 
16/07/2021; ¥129,89 
19/07/2021; ¥129,12 
20/07/2021; ¥129,38 
21/07/2021; ¥130,03 
22/07/2021; ¥129,63 
23/07/2021; ¥130,11 
26/07/2021; ¥130,19 
27/07/2021; ¥129,67 
28/07/2021; ¥130,14 
29/07/2021; ¥130,12 
30/07/2021; ¥130,21 
02/08/2021; ¥129,68 
03/08/2021; ¥129,32 
04/08/2021; ¥129,56 
05/08/2021; ¥129,84 
06/08/2021; ¥129,65 
09/08/2021; ¥129,44 
10/08/2021; ¥129,55 
11/08/2021; ¥129,58 
12/08/2021; ¥129,48 
13/08/2021; ¥129,19 
16/08/2021; ¥128,64 
17/08/2021; ¥128,30 
18/08/2021; ¥128,51 
19/08/2021; ¥128,09 
20/08/2021; ¥128,42 
23/08/2021; ¥128,80 
24/08/2021; ¥128,84 
25/08/2021; ¥129,45 
26/08/2021; ¥129,33 
27/08/2021; ¥129,51 
30/08/2021; ¥129,65 
31/08/2021; ¥129,90 
01/09/2021; ¥130,21 
02/09/2021; ¥130,51 
03/09/2021; ¥130,38 
06/09/2021; ¥130,35 
07/09/2021; ¥130,54 
08/09/2021; ¥130,21 
09/09/2021; ¥129,72 
10/09/2021; ¥129,87 
13/09/2021; ¥129,86 
14/09/2021; ¥129,43 
15/09/2021; ¥129,21 
16/09/2021; ¥129,05 
17/09/2021; ¥128,93 
20/09/2021; ¥128,26 
21/09/2021; ¥128,03 
22/09/2021; ¥128,29 
23/09/2021; ¥129,45 
24/09/2021; ¥129,69 
27/09/2021; ¥129,78 
28/09/2021; ¥130,24 
29/09/2021; ¥129,82 
30/09/2021; ¥128,86 
01/10/2021; ¥128,75 
04/10/2021; ¥128,88 
05/10/2021; ¥129,24 
06/10/2021; ¥128,75 
07/10/2021; ¥128,89 
08/10/2021; ¥129,80 
11/10/2021; ¥130,87 
12/10/2021; ¥130,95 
13/10/2021; ¥131,26 
14/10/2021; ¥131,78 
15/10/2021; ¥132,47 
18/10/2021; ¥132,70 
19/10/2021; ¥133,02 
20/10/2021; ¥133,10 
21/10/2021; ¥132,44 
22/10/2021; ¥132,15 
25/10/2021; ¥131,96 
26/10/2021; ¥132,32 
27/10/2021; ¥132,07 
28/10/2021; ¥132,63 
29/10/2021; ¥131,80 
01/11/2021; ¥132,26 
02/11/2021; ¥131,92 
03/11/2021; ¥132,33 
04/11/2021; ¥131,42 
05/11/2021; ¥131,16 
08/11/2021; ¥131,19 
09/11/2021; ¥130,80 
10/11/2021; ¥130,73 
11/11/2021; ¥130,59 
12/11/2021; ¥130,36 
15/11/2021; ¥129,71 
16/11/2021; ¥129,96 
17/11/2021; ¥129,12 
18/11/2021; ¥129,89 
19/11/2021; ¥128,66 
22/11/2021; ¥129,03 
23/11/2021; ¥129,46 
24/11/2021; ¥129,22 
25/11/2021; ¥129,26 
26/11/2021; ¥128,22 
29/11/2021; ¥128,13 
30/11/2021; ¥128,24 
01/12/2021; ¥127,62 
02/12/2021; ¥127,85 
03/12/2021; ¥127,61 
06/12/2021; ¥128,04 
07/12/2021; ¥127,95 
08/12/2021; ¥128,91 
09/12/2021; ¥128,10 
10/12/2021; ¥128,24 
13/12/2021; ¥128,13 
14/12/2021; ¥128,00 
15/12/2021; ¥128,67 
16/12/2021; ¥128,80 
17/12/2021; ¥127,74 
20/12/2021; ¥128,06 
21/12/2021; ¥128,72 
22/12/2021; ¥129,22 
23/12/2021; ¥129,57 
24/12/2021; ¥129,48 
27/12/2021; ¥130,07 
28/12/2021; ¥129,84 
29/12/2021; ¥130,43 
30/12/2021; ¥130,27 
31/12/2021; ¥130,82 
03/01/2022; ¥130,24 
04/01/2022; ¥131,05 
05/01/2022; ¥131,34 
06/01/2022; ¥130,77 
07/01/2022; ¥131,25 
